url,last_run_time,totalVote,training,inference,others,tensorflow_keras,pytorch,sklearn,executable
https://www.kaggle.com/alifioditya/spaceship-titanic-classification-submission,2023-04-05 07:11:38,11,1,1,0,0,0,1,0
https://www.kaggle.com/alighaleb/house-prices-regression-rfs,2023-09-12 16:26:40,17,1,1,0,0,0,1,0
https://www.kaggle.com/alimirferdos/ml-interview-hands-on-cheatsheet-fundamentals,2023-10-15 20:31:14,17,1,1,0,0,1,1,0
https://www.kaggle.com/alirezanazari78/83-with-random-forest-advance-preprocessing,2023-08-26 12:19:51,23,1,1,0,0,0,1,0
https://www.kaggle.com/alirezanazari78/complete-eda-preprocessing-on-titanic,2023-09-21 09:19:06,18,1,0,0,0,0,1,1
https://www.kaggle.com/alirezanazari78/neural-network-on-titanic,2023-10-01 09:18:14,34,1,0,0,1,0,1,0
https://www.kaggle.com/alirizaercan/spaceship-titanic-data-science-with-details,2024-11-15 06:44:28,21,1,1,0,0,0,1,0
https://www.kaggle.com/alirizaercan/titanic-data-science-explained-and-details,2024-11-18 06:39:54,16,1,1,0,0,0,1,0
https://www.kaggle.com/alizgrdede/titanic-survival,2024-11-28 17:54:34,23,1,1,0,0,0,1,0
https://www.kaggle.com/alkidiarete/house-prices-predict,2023-11-11 06:24:13,34,1,1,0,0,0,1,0
https://www.kaggle.com/alkidiarete/titanic-vectorizer,2023-11-24 07:00:41,34,1,0,0,0,0,1,1
https://www.kaggle.com/allunia/how-to-attack-a-machine-learning-model,2023-11-22 08:31:35,227,1,1,0,0,0,1,0
https://www.kaggle.com/alphaghostusmc/mnist-cnnv2,2022-12-29 12:26:33,12,1,1,0,1,0,1,0
https://www.kaggle.com/altafk/house-price-pridiction,2023-02-18 21:24:42,26,0,0,0,0,0,1,0
https://www.kaggle.com/altafk/spaceship-titanic-with-pycaret,2023-02-18 21:18:57,17,0,0,0,0,0,1,0
https://www.kaggle.com/altafk/titanic,2024-11-28 06:59:31,50,1,1,0,0,0,1,0
https://www.kaggle.com/altemiromar/ensemble-vs-basic-classification-models,2024-10-15 09:13:49,12,1,1,0,0,0,1,1
https://www.kaggle.com/amalab182/titanic-survival-prediction,2023-03-13 10:54:59,52,1,1,0,0,0,1,0
https://www.kaggle.com/amalsalilan/maximizing-your-accuracy-in-house-price-prediction,2022-12-25 03:03:56,32,0,0,0,0,0,1,1
https://www.kaggle.com/amalsalilan/predicting-the-fate-of-spaceship-titanic-passenger,2022-12-22 13:48:07,12,1,1,0,0,0,1,1
https://www.kaggle.com/amalyasser/taitanic-eda-with-ml,2023-03-20 02:02:38,39,1,1,0,0,0,1,0
https://www.kaggle.com/amanaayush/notebook3b,2024-04-08 18:27:08,28,1,1,0,0,0,1,0
https://www.kaggle.com/amankumar234/digit-classification-cnn-score-99-8-rank-36,2023-09-08 06:23:49,17,1,1,0,1,0,0,1
https://www.kaggle.com/amirhoseinsedaghati/digit-classification-using-cnn-0-9974-score,2023-09-11 09:15:03,37,1,1,0,1,0,1,0
https://www.kaggle.com/amirmohammadparvizi/house-prices-advanced-regression-techniques,2024-02-02 21:02:29,18,1,1,0,0,0,1,1
https://www.kaggle.com/amirmohammadparvizi/mnist,2024-02-06 21:53:44,16,1,1,0,1,0,1,1
https://www.kaggle.com/amirmotefaker/titanic-machine-learning-from-disaster-best,2024-05-30 15:04:05,27,1,1,0,0,0,1,0
https://www.kaggle.com/amirrezamasoumi/80-102-accuracy-score-in-spaceship-with-mlp,2023-01-03 13:41:20,16,1,1,0,0,0,1,1
https://www.kaggle.com/amirrezamasoumi/mnist-project-96-score,2023-01-16 12:26:11,12,1,1,0,1,0,1,1
https://www.kaggle.com/amirrezamasoumi/simple-way-to-get-78-708-accuracy,2022-12-10 13:51:16,26,1,1,0,0,0,1,1
https://www.kaggle.com/amiteshsharma667/spaceship-amitesh,2024-04-12 11:30:43,17,1,1,0,0,0,1,0
https://www.kaggle.com/ammanrizwan/digit-recognizer-notebook,2024-09-09 14:11:29,27,1,1,0,0,0,1,1
https://www.kaggle.com/amohankumar/titanic-survival-prediction,2023-09-28 21:52:14,30,1,1,0,0,0,1,0
https://www.kaggle.com/amulyat29/titanic-spaceship-notebook,2024-01-05 04:53:03,11,1,1,0,0,0,1,1
https://www.kaggle.com/anadyasahai/titanic-ml-anadya,2024-03-08 18:48:13,18,1,1,0,0,0,1,1
https://www.kaggle.com/ananthu19/house-price-prediction,2023-08-01 15:54:10,28,1,1,0,0,0,1,0
https://www.kaggle.com/ananyagiliyal7/passenger-prediction-spaceship-titanic,2023-02-28 13:29:04,17,1,1,0,0,0,1,1
https://www.kaggle.com/anasselayady/house-prices-full-machine-learning-project,2023-08-29 14:00:56,15,1,1,0,0,0,1,0
https://www.kaggle.com/andreafranceschini/a-space-oddity-well-explained-approach-80-6,2023-05-31 21:28:55,31,1,1,0,0,0,1,0
https://www.kaggle.com/andreafranceschini/titanic-my-first-disastrous-kaggle-project,2023-10-09 21:45:15,34,1,1,0,0,0,1,0
https://www.kaggle.com/andreasbis/house-prices-regression-an-introduction,2024-10-09 14:25:17,24,1,1,0,0,0,1,0
https://www.kaggle.com/andreynesterov/titanic-predictions,2023-04-12 21:45:21,16,1,1,0,0,0,1,0
https://www.kaggle.com/andydollin21/titanic-survivor-s-prediction-model-with-spark,2023-09-03 03:27:31,27,1,1,0,0,0,1,0
https://www.kaggle.com/aneridalwadi/cnn-deep-peek-into-mnist,2023-02-26 02:26:33,34,1,0,0,1,0,0,0
https://www.kaggle.com/anisingh12090/titanic-survivor-predictions,2022-11-29 16:43:47,11,1,1,0,0,0,1,0
https://www.kaggle.com/anjalibansal14/spaceship-titanic,2023-05-04 06:29:14,11,1,1,0,0,0,1,0
https://www.kaggle.com/anjalibansal14/titanic-dataset,2023-04-07 07:06:19,15,1,1,0,0,0,1,0
https://www.kaggle.com/anjaniimohil/titanic,2024-05-12 10:42:00,54,1,1,0,0,0,1,0
https://www.kaggle.com/anjusukumaran4/house-price-prediction-comparing-models,2023-07-27 07:05:01,29,1,1,0,0,0,1,0
https://www.kaggle.com/anjusukumaran4/spaceship-titanic,2023-03-26 16:40:03,11,1,1,0,0,0,1,0
https://www.kaggle.com/anjusukumaran4/spaceship-titanic-10-models,2023-07-09 16:06:33,34,1,1,0,0,0,1,1
https://www.kaggle.com/ankit1743/digit-recognizer-convolve-to-solve,2024-01-30 19:51:47,36,1,1,0,1,0,0,1
https://www.kaggle.com/ankit1743/house-prices-histgradient-boosting,2024-02-13 10:24:35,41,1,1,0,0,0,1,1
https://www.kaggle.com/ankit1743/spaceship-titanic-eda-and-gradient-boosting,2024-01-24 14:44:17,32,1,1,0,0,0,1,1
https://www.kaggle.com/ankitajaiwar/logistic-regression-from-scratch-space-titanic,2023-01-17 01:37:02,21,0,1,1,0,0,1,1
https://www.kaggle.com/ankitanain/classification-metrics-multi-mnist1,2023-10-25 13:29:58,13,1,1,0,0,0,1,1
https://www.kaggle.com/ankitmodak/spaceship-titanic-classification,2023-02-01 05:43:03,11,1,1,0,1,0,1,1
https://www.kaggle.com/ankur1401/housing-prices,2024-06-30 18:54:32,16,1,1,0,0,0,1,0
https://www.kaggle.com/annastasy/cnn-in-digit-recognition-99-5,2024-09-23 20:30:44,72,1,1,0,1,0,1,1
https://www.kaggle.com/annastasy/house-prices-extensive-eda-and-predictions,2024-04-04 16:38:45,54,1,1,0,0,0,1,0
https://www.kaggle.com/annastasy/team-orion-spaceship-with-lgbm,2024-02-10 16:58:41,51,1,1,0,0,0,1,0
https://www.kaggle.com/anoshessam/titanic-survivals-prediction-classification,2023-12-10 14:55:08,35,1,1,0,0,0,1,1
https://www.kaggle.com/anthonytherrien/99-61-number-nemesis,2023-10-31 20:22:04,19,1,1,0,1,0,0,0
https://www.kaggle.com/antoinegruson/mnist-pytorch-cnn-tuto,2023-05-10 14:28:10,17,1,1,0,0,1,0,0
https://www.kaggle.com/antoinegruson/titanic-3d-modeling,2023-04-10 15:02:19,18,1,0,0,0,0,1,0
https://www.kaggle.com/anubhavgoyal10/pytorch-tutorial,2023-02-22 09:44:44,39,1,0,0,0,1,1,1
https://www.kaggle.com/anubhavsood/spaceship-titanic,2024-04-12 08:50:49,15,1,1,0,0,0,1,1
https://www.kaggle.com/anuragraj03/titanic-machine-learning-competition,2023-09-03 14:22:00,41,1,1,0,0,0,1,0
https://www.kaggle.com/anushreek15/digit-recogniser,2023-07-31 10:16:54,62,1,1,0,1,0,0,0
https://www.kaggle.com/anushreek15/house-price-prediction,2023-03-03 16:13:11,72,1,1,0,0,0,1,0
https://www.kaggle.com/anushreek15/space-titanic,2023-01-22 07:43:50,92,1,1,0,0,0,1,0
https://www.kaggle.com/anushreek15/titanic,2023-06-20 07:26:35,69,1,1,0,0,0,1,0
https://www.kaggle.com/apalladi/99-5-accuracy-with-a-simple-cnn-in-keras,2024-01-25 09:10:09,11,1,1,0,1,0,1,1
https://www.kaggle.com/apapiu/regularized-linear-models,2023-01-07 02:41:56,1848,1,1,0,0,0,1,0
https://www.kaggle.com/aqleemkhan/spaceship-titanic-ml-model,2024-11-26 09:59:46,14,1,1,0,0,0,1,0
https://www.kaggle.com/arcielbaez/feature-engineering-for-house-prices,2023-07-15 06:37:49,18,1,1,0,0,0,1,0
https://www.kaggle.com/areebsyed237/catboost-thresholding,2023-09-21 08:12:16,17,1,1,0,0,0,1,0
https://www.kaggle.com/areebsyed237/svm-explained,2023-09-21 04:30:03,13,1,1,0,0,0,1,0
https://www.kaggle.com/areebsyed237/xgboost-optuna-tuning,2023-09-19 15:29:10,17,1,1,0,0,0,1,1
https://www.kaggle.com/arjitdsce/digit-recognizer-vit,2024-01-14 09:44:13,14,1,1,0,0,1,0,0
